ensemble_name,model_name,drift_name,feature_selector_name,learning_threshold,iteration,accuracy,drifts_detected,model_args,ticker,base_models_count
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,1,0.517,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,1,0.514,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,2,0.52,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,2,0.517,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,2,0.514,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,3,0.511,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,3,0.519,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,3,0.508,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,4,0.514,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,4,0.506,2,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,4,0.516,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,0,0.506,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,0,0.507,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,0,0.507,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,1,0.514,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,1,0.509,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,1,0.508,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,2,0.508,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,2,0.508,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,2,0.513,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,3,0.504,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,3,0.504,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,3,0.508,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,4,0.507,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,4,0.507,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,4,0.512,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,0,0.507,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,0,0.523,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,0,0.516,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,1,0.511,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,1,0.52,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,1,0.518,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,2,0.515,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,2,0.514,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,2,0.519,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,3,0.506,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,3,0.519,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,3,0.517,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,4,0.513,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,4,0.517,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,4,0.515,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,0,0.518,4,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,0,0.51,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,0,0.523,2,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,1,0.495,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,1,0.511,5,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,1,0.521,2,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,2,0.514,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,2,0.512,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,2,0.515,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,3,0.516,3,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,3,0.513,2,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,3,0.511,5,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,4,0.518,2,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,4,0.51,3,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,4,0.519,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,0,0.51,2,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,0,0.518,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,0,0.51,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,1,0.517,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,1,0.515,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,1,0.524,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,2,0.51,2,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,2,0.512,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,2,0.517,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,3,0.524,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,3,0.515,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,3,0.513,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,4,0.505,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,4,0.523,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,4,0.518,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,0,0.507,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,0,0.509,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,0,0.508,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,1,0.513,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,1,0.505,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,1,0.504,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,2,0.506,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,2,0.507,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,2,0.511,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,3,0.511,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,3,0.506,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,3,0.505,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,4,0.51,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,4,0.505,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,4,0.499,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,0,0.514,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,0,0.515,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,0,0.521,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,1,0.515,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,1,0.519,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,1,0.52,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,2,0.514,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,2,0.523,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,2,0.515,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,3,0.521,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,3,0.518,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,3,0.513,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,4,0.522,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,4,0.517,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,4,0.518,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,0,0.52,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,0,0.509,2,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,0,0.505,2,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,1,0.513,2,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,1,0.508,2,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,1,0.514,5,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,2,0.51,3,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,2,0.518,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,2,0.511,3,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,3,0.509,3,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,3,0.511,2,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,3,0.514,3,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,4,0.511,3,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,4,0.51,3,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,tstat,500,4,0.522,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,0,0.519,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,0,0.513,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,0,0.517,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,1,0.504,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,1,0.511,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,1,0.517,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,2,0.514,2,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,2,0.514,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,2,0.509,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,3,0.514,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,3,0.516,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,3,0.513,2,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,4,0.519,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,4,0.516,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,tstat,500,4,0.519,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,0,0.508,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,0,0.511,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,0,0.505,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,1,0.507,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,1,0.51,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,1,0.511,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,2,0.507,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,2,0.509,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,2,0.507,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,3,0.501,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,3,0.504,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,3,0.507,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,4,0.505,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,4,0.512,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,tstat,500,4,0.509,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,0,0.514,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,0,0.516,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,0,0.513,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,1,0.512,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,1,0.52,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,1,0.522,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,2,0.513,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,2,0.518,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,2,0.516,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,3,0.51,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,3,0.513,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,3,0.517,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,4,0.513,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,4,0.517,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,selectkbest,500,4,0.516,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,0,0.507,4,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,0,0.513,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,0,0.519,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,1,0.518,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,1,0.521,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,1,0.512,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,2,0.515,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,2,0.511,4,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,2,0.518,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,3,0.513,5,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,3,0.509,4,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,3,0.514,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,4,0.515,5,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,4,0.507,4,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,kswin,selectkbest,500,4,0.52,3,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,0,0.517,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,0,0.521,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,0,0.52,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,1,0.506,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,1,0.512,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,1,0.517,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,2,0.512,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,2,0.514,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,2,0.514,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,3,0.518,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,3,0.514,1,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,3,0.515,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,4,0.515,1,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,4,0.518,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,pagehinkley,selectkbest,500,4,0.513,1,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,0,0.511,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,0,0.504,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,0,0.504,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,1,0.51,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,1,0.502,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,1,0.505,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,2,0.511,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,2,0.505,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,2,0.507,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,3,0.511,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,3,0.512,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,3,0.509,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,4,0.507,8,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,4,0.508,8,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,bollingerband,selectkbest,500,4,0.508,8,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,0,0.514,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,0,0.521,0,{},AAPL,5
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,0,0.52,0,{},AAPL,8
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,1,0.515,0,{},AAPL,2
hoeffdingtreeclassifier,ADWINBaggingClassifier,adwin,tstat,500,1,0.516,0,{},AAPL,5
